peak_pos,weeks,rank,genre,pop,dance pop,pop rap,rap,post-teen pop,hip hop,r&b,contemporary country,southern hip hop,country,country road,urban contemporary,trap music,hip pop,dirty south rap,pop rock,modern country rock,gangster rap,neo mellow,neo soul,post-grunge
58,8,83,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,1,98,"['acoustic pop', 'neo mellow', 'post-teen pop', 'viral pop']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29,20,63,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
3,20,78,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
49,20,85,"['contemporary country', 'country', 'country road', 'traditional country']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
17,20,87,"['dance pop', 'deep pop r&b', 'dirty south rap', 'hip hop', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0
69,3,69,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
68,3,88,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,2,98,['anti-folk'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,95,"['mellow gold', 'permanent wave', 'rock', 'roots rock', 'singer-songwriter', 'soft rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,49,49,"['alternative metal', 'canadian pop', 'nu metal', 'post-grunge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23,20,87,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']",0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
62,17,100,"['dirty south rap', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0
32,15,86,"['dance pop', 'dirty south rap', 'hip hop', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
54,7,97,"['canadian pop', 'dance pop']",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,3,92,"['u""childrens music""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,22,45,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,18,98,"['contemporary country', 'country', 'country gospel', 'country road', 'modern country rock', 'outlaw country', 'texas country', 'traditional country']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
51,15,85,"['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'pop rock', 'singer-songwriter', 'slow core']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
54,4,65,"['candy pop', 'emo', 'modern rock', 'pixie', 'pop emo', 'pop punk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,2,79,"['u""childrens music""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,2,96,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
86,2,99,"['u""childrens music""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,90,"['emo', 'modern rock', 'neo mellow', 'pop punk', 'pop rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
17,21,40,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,20,55,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
14,18,90,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52,17,98,"['contemporary country', 'country', 'country road', 'lift kit', 'modern country rock', 'redneck']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
66,2,66,"['u""childrens music""']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,2,95,"['acoustic pop', 'neo mellow']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
89,2,97,"['crunk', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",0,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0
99,1,99,"['alternative metal', 'nu metal', 'pop punk', 'pop rock', 'post-grunge', 'rap metal', 'rap rock', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
100,1,100,"['dance pop', 'pop', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,25,43,"['boy band', 'dance pop', 'pop', 'r&b']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,23,46,"['alternative r&b', 'bassline', 'dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'pop rap', 'r&b', 'urban contemporary']",0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
37,20,55,"['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
5,20,67,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
69,14,91,"['cumbia', 'latin', 'latin pop', 'mexican pop', 'pop', 'reggaeton', 'rock en espanol', 'tropical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,13,99,"['contemporary country', 'country', 'country dawn', 'dance pop', 'europop', 'pop rock']",0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
62,5,62,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,1,90,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
71,20,72,"['alternative metal', 'canadian metal', 'nu metal', 'pop punk', 'post-grunge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
52,20,82,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
46,20,95,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
53,16,90,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
62,10,87,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
63,7,86,"['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
75,4,99,"['acoustic pop', 'dance pop', 'folk-pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'viral pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
38,20,75,"['crunk', 'deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
19,20,80,"['contemporary country', 'country', 'country road', 'neo mellow', 'pop rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
41,18,99,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
39,20,84,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
68,6,96,"['emo', 'modern rock', 'pop punk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,3,98,"['latin', 'latin hip hop', 'pop', 'reggaeton', 'tropical']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,95,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,35,47,"['emo', 'modern rock', 'neo mellow', 'pop punk', 'pop rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1,33,44,"['dance pop', 'pop', 'r&b', 'urban contemporary']",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,23,49,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'pop rap', 'r&b', 'urban contemporary']",1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7,19,87,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
20,14,97,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap']",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
31,10,88,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
72,6,92,"['deep southern trap', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
63,3,78,"['alternative dance', 'dance-punk', 'electroclash', 'indietronica', 'new rave', 'synthpop']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,1,95,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,64,47,"['contemporary country', 'country', 'country dawn', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
17,20,60,"['boy band', 'dance pop', 'pop', 'r&b']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,17,90,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
61,2,88,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
99,2,100,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
97,1,97,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,37,48,"['alternative metal', 'neo mellow', 'nu metal', 'pop rock', 'post-grunge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
13,30,45,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,22,42,"['dance pop', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0
41,19,97,"['pop', 'pop rap', 'rap']",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,8,91,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
90,1,90,"['dance pop', 'europop', 'pop', 'pop rock']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,26,45,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
23,25,50,"['emo', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'post-teen pop']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
24,20,71,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,20,94,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
34,18,96,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
57,15,98,"['big room', 'deep big room', 'edm', 'electro house', 'progressive electro house']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,5,95,"['bulgarian hip hop', 'east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop']",0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
99,2,99,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
5,22,48,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
67,20,86,"['emo', 'modern rock', 'pop punk', 'screamo']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,17,98,"['dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,13,95,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
97,1,97,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rap rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1,35,43,"['dance pop', 'dirty south rap', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0
11,28,48,"['emo', 'modern rock', 'pop punk']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,22,50,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7,20,64,"['deep southern trap', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
15,20,78,"['dance pop', 'pop', 'r&b', 'urban contemporary']",1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
42,20,91,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
68,1,68,"['alternative rock', 'indie rock', 'modern rock', 'permanent wave', 'rock', 'vegas indie']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,21,47,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'trap music', 'urban contemporary']",0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0
29,20,73,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26,20,83,"['dance pop', 'hip pop', 'neo soul', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'urban contemporary']",1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
40,13,94,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'indie r&b', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
29,19,66,"['dance pop', 'pop', 'pop rap', 'post-teen pop', 'urban contemporary']",1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
50,15,89,"['contemporary country', 'country', 'country dawn', 'country gospel', 'country road', 'nashville sound', 'traditional country']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
70,9,91,"['dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
31,9,92,['francoton'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,6,83,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0
8,4,27,"['art pop', 'canadian indie', 'canadian pop', 'chamber pop', 'folk-pop', 'indie folk', 'indie pop', 'indie rock', 'pop rock', 'singer-songwriter', 'slow core']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,3,100,"['neo mellow', 'pop rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3,26,45,['pop'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,20,98,"['dance pop', 'latin', 'latin pop', 'mexican pop', 'pop', 'pop quebecois', 'tropical']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,19,95,"['dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap music']",0,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0
41,13,41,"['boy band', 'dance pop', 'pop', 'r&b']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,13,99,['kids dance party'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,20,65,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'pop', 'quiet storm', 'r&b', 'soul', 'urban contemporary']",1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
46,20,70,"['adult standards', 'canadian pop', 'lounge', 'neo mellow']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,20,93,"['dirty south rap', 'pop rap']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20,20,98,"['dance pop', 'hip hop', 'hip pop', 'neo soul', 'new jack swing', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0
46,6,89,"['dance pop', 'emo', 'pop punk', 'pop rap']",0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,4,90,"['pop rap', 'rap', 'southern hip hop']",0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86,2,96,"['boy band', 'dance pop', 'europop', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,40,47,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
2,22,46,"['dirty south rap', 'pop rap', 'southern hip hop']",0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
34,20,72,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,20,98,"['album rock', 'glam metal', 'hard rock', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,1,88,"['canadian pop', 'dance pop', 'pop']",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,23,47,"['dance pop', 'deep pop r&b', 'hip pop', 'indie r&b', 'neo soul', 'new jack swing', 'quiet storm', 'r&b', 'urban contemporary']",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
7,23,49,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
18,20,35,['pop rap'],0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,16,96,"['dance pop', 'europop', 'hip pop', 'pop', 'pop rap', 'pop rock', 'post-teen pop', 'r&b', 'urban contemporary']",1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
64,11,90,"['dance pop', 'hip pop', 'r&b', 'urban contemporary']",0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
68,10,77,"['contemporary country', 'country', 'country dawn', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
1,9,1,"['dance pop', 'dirty south rap', 'dwn trap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0
6,8,91,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,7,100,"['boy band', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,2,99,"['dance pop', 'hip pop', 'neo soul', 'pop', 'r&b', 'urban contemporary']",1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0
9,20,70,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,20,99,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
38,18,100,"['deep southern trap', 'deep trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
37,17,94,"['dance pop', 'hip hop', 'hip pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",0,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
50,16,91,"['contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
31,3,77,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,82,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,1,78,"['crunk', 'dirty south rap', 'gangster rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0
6,20,47,"['boy band', 'dance pop', 'pop', 'r&b']",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,16,92,"['australian country', 'contemporary country', 'country', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
46,10,84,"['dance pop', 'deep pop r&b', 'hip pop', 'pop', 'pop rap', 'post-teen pop', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
76,8,95,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
65,2,65,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,2,70,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,2,98,[''],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,20,97,"['contemporary country', 'country', 'country gospel', 'country road', 'country rock', 'modern country rock', 'outlaw country', 'texas country', 'traditional country']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
26,17,100,"['alternative rock', 'blues-rock', 'classic rock', 'garage rock', 'indie rock', 'modern rock', 'permanent wave', 'punk blues', 'rock']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,33,48,"['dance pop', 'pop', 'post-teen pop', 'r&b']",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,24,43,"['canadian pop', 'candy pop', 'dance pop', 'pop', 'post-teen pop']",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,22,49,['israeli pop'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,20,100,"['contemporary country', 'country', 'country road', 'modern country rock']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
65,17,95,"['contemporary country', 'country', 'country road', 'modern country rock', 'redneck']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
8,16,82,"['dance pop', 'neo mellow', 'pop', 'pop rock', 'post-teen pop', 'r&b', 'talent show']",1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
10,11,96,['hip pop'],0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
75,10,98,"['contemporary country', 'country', 'country dawn', 'country road']",0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
79,9,89,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,26,47,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'urban contemporary']",1,1,1,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
36,20,49,"['detroit hip hop', 'hip hop', 'pop', 'pop rap', 'rap', 'southern hip hop', 'trap music']",1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
